Identifiant,Nom_Etablissement,Numero_SIRET,Adresse,Code_Postal,Commune,Departement,Region,Coordonnees_X,Coordonnees_Y,Code_APE,Libelle_APE,code_eprtr,libelle_eprtr
052.01357,LIXOL,64638008900037,ZI 525 boulevard de l'Industrie,33260,LA TESTE-DE-BUSH,GIRONDE,AQUITAINE,324718,1965498,2016Z,Fabrication de matières plastiques de base,,
058.00355,ARKEMA Etablissement de SERQUIGNY,31963279000261,Route de Launay,27470,SERQUIGNY,EURE,HAUTE-NORMANDIE,481558,2458129,2016Z,Fabrication de matières plastiques de base,4.(a).(viii),"matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)"
058.01422,CERDATO,31963279000154,Route de Launay,27470,SERQUIGNY,EURE,HAUTE-NORMANDIE,481558,2458129,2016Z,Fabrication de matières plastiques de base,,
059.05572,MCPP CLERVAL,53863745500014,,25340,CLERVAL,DOUBS,FRANCHE-COMTE,914000,2274300,2016Z,Fabrication de matières plastiques de base,,
061.02913,MULTIBASE A Dow Corning Company,05550286800031,ZI Chartreuse Guiers,38380,SAINT-LAURENT-DU-PONT,ISERE,RHONE-ALPES,866107,2048679,2016Z,Fabrication de matières plastiques de base,,
061.03721,RHODIA OPERATIONS SECTEUR ENGINEERING PLASTICS,62203708300244,"Site de Belle Etoile
 Avenue Ramboz - BP 64",69192,SAINT-FONS,RHONE,RHONE-ALPES,796067,2081885,2016Z,Fabrication de matières plastiques de base,4.(a).(viii),"matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)"
061.03727,BLUESTAR SILICONNES Etablissement de StFons,42061138600020,1-55 RUE DES FRERES PERRET,69190,SAINT-FONS,RHONE,RHONE-ALPES,796067,2081885,2016Z,Fabrication de matières plastiques de base,4.(b).(v),"non-métaux, oxydes métalliques ou autres composés inorganiques, tels que carbure de calcium, silicium, carbure de silicium"
055.00769,DANISCO,63622010500010,La Grande Palud,29800,LA FOREST-LANDERNEAU,FINISTERE,BRETAGNE,108021,2401407,2016Z,Fabrication de matières plastiques de base,,
057.01610,RESINOPLAST,66203770400100,Chemin de St Léonard,51683,REIMS,MARNE,CHAMPAGNE-ARDENNES,723707,2474468,2016Z,Fabrication de matières plastiques de base,,
058.00357,TOTAL PETROCHEMICALS FRANCE Usine de Gonfreville,42889111300030,Route de la Chimie,76700,GONFREVILLE-L'ORCHER,SEINE-MARITIME,HAUTE-NORMANDIE,447573,2502959,2016Z,Fabrication de matières plastiques de base,4.(a).(i),"hydrocarbures simples (linéaires ou cycliques, saturés ou insaturés, aliphatiques ou aromatiques)"
064.10873,KEM ONE,53869504000021,Usine de Saint-Auban,04160,CHATEAU-ARNOUX-SAINT-AUBAN,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE-D'AZUR,894277,1905892,2016Z,Fabrication de matières plastiques de base,4.(a).(viii),"matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)"
064.11266,INEOS CHEMICALS LAVERA,49070280000015,,13117,MARTIGUES,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,819944,1825343,2016Z,Fabrication de matières plastiques de base,,
063.00919,HUTCHINSON,31439769600225,Le Gué Ory,72130,SOUGE-LE-GANELON,SARTHE,PAYS-DE-LA-LOIRE,424522,2371400,2017Z,Fabrication de caoutchouc synthétique,,
058.00635,Lanxess Elastomères,31980604800017,BP 80041 - Zone industrielle de Port-Jérôme,76170,LILLEBONNE,SEINE-MARITIME,HAUTE-NORMANDIE,469215,2503556,2017Z,Fabrication de caoutchouc synthétique,4.(a).(ix),caoutchoucs synthétiques
051.02399,LEFRANT RUBCO,30548007100011,64 rue de Paris,80400,MUILLE-VILLETTE,SOMME,PICARDIE,652655,2525478,2017Z,Fabrication de caoutchouc synthétique,,
052.00351,SIMOREP ET COMPAGNIE,32852574600017,rue Edouard Michelin,33530,BASSENS,GIRONDE,AQUITAINE,373196,1993439,2017Z,Fabrication de caoutchouc synthétique,4.(a).(ix),caoutchoucs synthétiques
067.00526,LANXESS Emulsion Rubber,47937237700024,BP7 rue du Ried,67610,LA WANTZENAU,BAS-RHIN,ALSACE,1003878,2421506,2017Z,Fabrication de caoutchouc synthétique,4.(a).(ix),caoutchoucs synthétiques
058.00384,Syngenta Production France S.A.S.,44420301200018,55 rue du fond du val,27600,GAILLON,EURE,HAUTE-NORMANDIE,527005,2462926,2020Z,Fabrication de pesticides et d'autres produits agrochimiques,4.(d),Installations chimiques destinées à la fabrication industrielle de produits phytosanitaires et de biocides
284.00088,LABORATOIRES ANIOS,45850192100050,3330 Route de Lille,59262,SAINGHIN-EN-MELANTOIS,NORD,NORD-PAS-DE-CALAIS,658975,2621519,2020Z,Fabrication de pesticides et d'autres produits agrochimiques,,
